wavenumber1,beta_sheet1,beta_turn,alpha_helix,beta_sheet,side_chain,wavenumber2,globulins
1624.61815,3.5914E-47,4.04621E-14,9.94218E-11,5.77638E-06,2.95988E-06,,
1624.718532,4.81348E-47,4.36398E-14,1.07671E-10,5.97808E-06,2.87497E-06,,
1624.818913,6.44851E-47,4.70603E-14,1.16577E-10,6.18505E-06,2.7915E-06,,
1624.919294,8.63505E-47,5.07417E-14,1.2619E-10,6.39736E-06,2.70948E-06,,
1625.019676,1.15578E-46,5.47033E-14,1.36563E-10,6.61505E-06,2.62893E-06,,
1625.120057,1.54629E-46,5.89658E-14,1.47752E-10,6.8382E-06,2.54986E-06,,
1625.220438,2.06782E-46,6.35513E-14,1.5982E-10,7.06684E-06,2.47228E-06,,
1625.32082,2.764E-46,6.84836E-14,1.72833E-10,7.30104E-06,2.3962E-06,,
1625.421201,3.69292E-46,7.37882E-14,1.8686E-10,7.54084E-06,2.32163E-06,,
1625.521583,4.93182E-46,7.94924E-14,2.01978E-10,7.78628E-06,2.24857E-06,,
1625.621964,6.58339E-46,8.56253E-14,2.18266E-10,8.03741E-06,2.17703E-06,,
1625.698,8.19103E-46,9.05752E-14,2.31435E-10,8.23144E-06,2.12385E-06,,
1625.722345,8.78409E-46,9.22182E-14,2.35811E-10,8.29426E-06,2.10701E-06,,
1625.822727,1.17152E-45,9.93046E-14,2.54705E-10,8.55687E-06,2.03851E-06,,
1625.923108,1.56173E-45,1.0692E-13,2.75048E-10,8.82526E-06,1.97153E-06,,
1626.023489,2.08099E-45,1.15103E-13,2.96944E-10,9.09946E-06,1.90606E-06,,
1626.123871,2.77165E-45,1.23895E-13,3.20506E-10,9.3795E-06,1.84211E-06,,
1626.224252,3.68987E-45,1.3334E-13,3.45856E-10,9.66538E-06,1.77967E-06,,
1626.324634,4.9101E-45,1.43484E-13,3.7312E-10,9.95712E-06,1.71872E-06,,
1626.425015,6.53091E-45,1.54377E-13,4.02438E-10,1.02547E-05,1.65927E-06,,
1626.525396,8.68286E-45,1.66074E-13,4.33956E-10,1.05582E-05,1.6013E-06,,
1626.625778,1.15387E-44,1.78632E-13,4.67829E-10,1.08676E-05,1.5448E-06,,
1626.726159,1.5327E-44,1.92112E-13,5.04226E-10,1.11828E-05,1.48976E-06,,
1626.826541,2.03499E-44,2.06579E-13,5.43325E-10,1.15038E-05,1.43617E-06,,
1626.926922,2.70067E-44,2.22105E-13,5.85315E-10,1.18307E-05,1.384E-06,,
1627.027303,3.58251E-44,2.38763E-13,6.30399E-10,1.21634E-05,1.33326E-06,,
1627.127685,4.75015E-44,2.56634E-13,6.78793E-10,1.25018E-05,1.28391E-06,,
1627.228066,6.29554E-44,2.75803E-13,7.30728E-10,1.2846E-05,1.23595E-06,,
1627.328447,8.33996E-44,2.96361E-13,7.86447E-10,1.31959E-05,1.18935E-06,,
1627.428829,1.10433E-43,3.18407E-13,8.46213E-10,1.35514E-05,1.14409E-06,,
1627.52921,1.46164E-43,3.42044E-13,9.10302E-10,1.39125E-05,1.10017E-06,,
1627.626,1.91444E-43,3.66446E-13,9.76469E-10,1.42659E-05,1.05905E-06,,
1627.629592,1.9337E-43,3.67383E-13,9.79011E-10,1.42792E-05,1.05755E-06,,
1627.729973,2.55705E-43,3.94543E-13,1.05265E-09,1.46513E-05,1.01622E-06,,
1627.830354,3.37985E-43,4.2365E-13,1.13156E-09,1.50288E-05,9.76151E-07,,
1627.930736,4.46539E-43,4.5484E-13,1.2161E-09,1.54116E-05,9.37327E-07,,
1628.031117,5.89694E-43,4.88256E-13,1.30664E-09,1.57996E-05,8.99724E-07,,
1628.131498,7.78394E-43,5.24053E-13,1.40358E-09,1.61928E-05,8.6332E-07,,
1628.23188,1.02702E-42,5.62394E-13,1.50735E-09,1.6591E-05,8.28092E-07,,
1628.332261,1.35444E-42,6.03453E-13,1.61841E-09,1.69941E-05,7.94017E-07,,
1628.432643,1.78546E-42,6.47419E-13,1.73723E-09,1.7402E-05,7.6107E-07,,
1628.533024,2.35257E-42,6.94488E-13,1.86433E-09,1.78146E-05,7.29229E-07,,
1628.633405,3.09843E-42,7.44873E-13,2.00026E-09,1.82317E-05,6.9847E-07,,
1628.733787,4.07893E-42,7.98799E-13,2.14557E-09,1.86533E-05,6.68768E-07,,
1628.834168,5.36729E-42,8.56507E-13,2.3009E-09,1.90792E-05,6.40099E-07,,
1628.93455,7.05943E-42,9.18254E-13,2.46687E-09,1.95092E-05,6.1244E-07,,
1629.034931,9.28089E-42,9.84311E-13,2.64419E-09,1.99432E-05,5.85765E-07,,
1629.135312,1.21959E-41,1.05497E-12,2.83357E-09,2.0381E-05,5.60052E-07,,
1629.235694,1.60193E-41,1.13054E-12,3.03579E-09,2.08224E-05,5.35275E-07,,
1629.336075,2.1032E-41,1.21135E-12,3.25166E-09,2.12673E-05,5.11411E-07,,
1629.436456,2.76008E-41,1.29775E-12,3.48205E-09,2.17154E-05,4.88435E-07,,
1629.536838,3.62049E-41,1.39011E-12,3.72787E-09,2.21667E-05,4.66324E-07,,
1629.554,3.79224E-41,1.40653E-12,3.77151E-09,2.22442E-05,4.62629E-07,,
1629.637219,4.74699E-41,1.48884E-12,3.99008E-09,2.26209E-05,4.45055E-07,,
1629.737601,6.2212E-41,1.59435E-12,4.26972E-09,2.30777E-05,4.24603E-07,,
1629.837982,8.14959E-41,1.7071E-12,4.56786E-09,2.35371E-05,4.04946E-07,,
1629.938363,1.06709E-40,1.82755E-12,4.88565E-09,2.39987E-05,3.8606E-07,,
1630.038745,1.39661E-40,1.95623E-12,5.2243E-09,2.44623E-05,3.67923E-07,,
1630.139126,1.82706E-40,2.09367E-12,5.58508E-09,2.49278E-05,3.50512E-07,,
1630.239508,2.3891E-40,2.24044E-12,5.96935E-09,2.53948E-05,3.33806E-07,,
1630.339889,3.12264E-40,2.39716E-12,6.37852E-09,2.58632E-05,3.17781E-07,,
1630.44027,4.07958E-40,2.56448E-12,6.81412E-09,2.63326E-05,3.02418E-07,,
1630.540652,5.32738E-40,2.74309E-12,7.27771E-09,2.68029E-05,2.87694E-07,,
1630.641033,6.95372E-40,2.93372E-12,7.77099E-09,2.72738E-05,2.73588E-07,,
1630.741414,9.07248E-40,3.13714E-12,8.29571E-09,2.7745E-05,2.60081E-07,,
1630.841796,1.18315E-39,3.3542E-12,8.85374E-09,2.82163E-05,2.47152E-07,,
1631.14294,2.61705E-39,4.09618E-12,1.07479E-08,2.96276E-05,2.1164E-07,,
1631.243321,3.40681E-39,4.37709E-12,1.14599E-08,3.00964E-05,2.0083E-07,,
1631.343703,4.4329E-39,4.6766E-12,1.22161E-08,3.05637E-05,1.90505E-07,,
1631.444084,5.76545E-39,4.99588E-12,1.30191E-08,3.10295E-05,1.80645E-07,,
1631.483,6.38311E-39,5.12525E-12,1.33436E-08,3.12095E-05,1.76945E-07,,
1631.544465,7.4952E-39,5.33621E-12,1.38716E-08,3.14933E-05,1.71235E-07,,
1631.644847,9.73955E-39,5.6989E-12,1.47764E-08,3.19549E-05,1.62256E-07,,
1631.745228,1.26503E-38,6.08538E-12,1.57364E-08,3.24139E-05,1.53693E-07,,
1631.84561,1.64235E-38,6.49714E-12,1.67548E-08,3.28702E-05,1.4553E-07,,
1631.945991,2.13127E-38,6.93577E-12,1.78348E-08,3.33233E-05,1.37751E-07,,
1632.046372,2.76448E-38,7.40295E-12,1.89799E-08,3.3773E-05,1.30341E-07,,
1632.146754,3.58423E-38,7.90048E-12,2.01936E-08,3.42189E-05,1.23285E-07,,
1632.247135,4.64497E-38,8.43025E-12,2.14799E-08,3.46608E-05,1.16569E-07,,
1632.347517,6.01694E-38,8.99425E-12,2.28425E-08,3.50983E-05,1.1018E-07,,
1632.447898,7.79064E-38,9.59462E-12,2.42859E-08,3.55312E-05,1.04103E-07,,
1632.548279,1.00827E-37,1.02336E-11,2.58142E-08,3.59591E-05,9.83268E-08,,
1632.648661,1.30432E-37,1.09136E-11,2.74321E-08,3.63818E-05,9.28374E-08,,
1632.749042,1.68654E-37,1.16371E-11,2.91445E-08,3.67988E-05,8.7623E-08,,
1632.849423,2.17979E-37,1.24068E-11,3.09563E-08,3.721E-05,8.26718E-08,,
1632.949805,2.81604E-37,1.32255E-11,3.28729E-08,3.7615E-05,7.79725E-08,,
1633.050186,3.63637E-37,1.40962E-11,3.48998E-08,3.80135E-05,7.35138E-08,,
1633.150568,4.69356E-37,1.50221E-11,3.70428E-08,3.84052E-05,6.92853E-08,,
1633.250949,6.05538E-37,1.60066E-11,3.9308E-08,3.87899E-05,6.52765E-08,,
1633.35133,7.80883E-37,1.70531E-11,4.17017E-08,3.91671E-05,6.14777E-08,,
1633.411,9.08124E-37,1.77061E-11,4.31882E-08,3.93878E-05,5.93151E-08,,
1633.451712,1.00655E-36,1.81655E-11,4.42306E-08,3.95367E-05,5.78791E-08,,
1633.552093,1.29685E-36,1.93476E-11,4.69016E-08,3.98984E-05,5.44717E-08,,
1633.652474,1.67013E-36,2.06038E-11,4.9722E-08,4.02518E-05,5.12464E-08,,
1633.752856,2.14989E-36,2.19383E-11,5.26993E-08,4.05967E-05,4.81949E-08,,
1633.853237,2.76623E-36,2.3356E-11,5.58416E-08,4.09329E-05,4.53088E-08,,
1633.953619,3.55765E-36,2.48618E-11,5.91571E-08,4.126E-05,4.25802E-08,,
1634.054,4.57346E-36,2.64608E-11,6.26544E-08,4.15778E-05,4.00016E-08,,
1634.154381,5.87667E-36,2.81587E-11,6.63426E-08,4.18861E-05,3.75657E-08,,
1634.254763,7.54784E-36,2.99612E-11,7.0231E-08,4.21845E-05,3.52654E-08,,
1634.355144,9.68991E-36,3.18746E-11,7.43296E-08,4.24729E-05,3.30942E-08,,
1634.455526,1.24343E-35,3.39054E-11,7.86485E-08,4.2751E-05,3.10455E-08,,
1634.555907,1.59488E-35,3.60603E-11,8.31984E-08,4.30187E-05,2.91131E-08,,
1634.656288,2.04476E-35,3.83468E-11,8.79904E-08,4.32755E-05,2.72912E-08,,
1634.75667,2.62035E-35,4.07724E-11,9.30362E-08,4.35215E-05,2.55742E-08,,
1634.857051,3.35647E-35,4.33453E-11,9.83478E-08,4.37563E-05,2.39566E-08,,
1634.957432,4.29745E-35,4.60739E-11,1.03938E-07,4.39798E-05,2.24333E-08,,
1635.057814,5.49976E-35,4.89674E-11,1.09819E-07,4.41917E-05,2.09993E-08,,
1635.158195,7.0353E-35,5.20351E-11,1.16005E-07,4.43919E-05,1.96499E-08,,
1635.258577,8.99553E-35,5.52871E-11,1.22511E-07,4.45803E-05,1.83806E-08,,
1635.34,1.09766E-34,5.80676E-11,1.28032E-07,4.47243E-05,1.74069E-08,,
1635.358958,1.14968E-34,5.8734E-11,1.2935E-07,4.47567E-05,1.71872E-08,,
1635.459339,1.46869E-34,6.23869E-11,1.36539E-07,4.49208E-05,1.60654E-08,,
1635.559721,1.87538E-34,6.62575E-11,1.44092E-07,4.50727E-05,1.50115E-08,,
1635.660102,2.39362E-34,7.03582E-11,1.52027E-07,4.52121E-05,1.40217E-08,,
1635.760483,3.05369E-34,7.47021E-11,1.6036E-07,4.53389E-05,1.30925E-08,,
1635.860865,3.89404E-34,7.93028E-11,1.6911E-07,4.54531E-05,1.22205E-08,,
1635.961246,4.96341E-34,8.41748E-11,1.78294E-07,4.55545E-05,1.14024E-08,,
1636.061628,6.32363E-34,8.93334E-11,1.87933E-07,4.56431E-05,1.06353E-08,,
1636.162009,8.05299E-34,9.47947E-11,1.98044E-07,4.57187E-05,9.91627E-09,,
1636.26239,1.02507E-33,1.00575E-10,2.0865E-07,4.57813E-05,9.24251E-09,,
1636.362772,1.30423E-33,1.06693E-10,2.19771E-07,4.58309E-05,8.61144E-09,,
1636.463153,1.65868E-33,1.13168E-10,2.3143E-07,4.58674E-05,8.02059E-09,,
1636.563535,2.1085E-33,1.20017E-10,2.43649E-07,4.58908E-05,7.46759E-09,,
1636.663916,2.67911E-33,1.27263E-10,2.56451E-07,4.5901E-05,6.95023E-09,,
1636.764297,3.40262E-33,1.34928E-10,2.69861E-07,4.5898E-05,6.46639E-09,,
1636.864679,4.31957E-33,1.43034E-10,2.83905E-07,4.5882E-05,6.01407E-09,,
1636.96506,5.48117E-33,1.51605E-10,2.98607E-07,4.58528E-05,5.59139E-09,,
1637.065441,6.95202E-33,1.60666E-10,3.13996E-07,4.58104E-05,5.19655E-09,,
1637.165823,8.81362E-33,1.70245E-10,3.301E-07,4.5755E-05,4.82786E-09,,
1637.266204,1.11687E-32,1.80369E-10,3.46945E-07,4.56866E-05,4.48372E-09,,
1637.268,1.12161E-32,1.80556E-10,3.47254E-07,4.56853E-05,4.47778E-09,,
1637.366586,1.41467E-32,1.91068E-10,3.64564E-07,4.56052E-05,4.16262E-09,,
1637.466967,1.79108E-32,2.02373E-10,3.82985E-07,4.55109E-05,3.86312E-09,,
1637.567348,2.26663E-32,2.14317E-10,4.0224E-07,4.54038E-05,3.58389E-09,,
1637.66773,2.86714E-32,2.26932E-10,4.22363E-07,4.5284E-05,3.32365E-09,,
1637.768111,3.62513E-32,2.40256E-10,4.43386E-07,4.51515E-05,3.0812E-09,,
1637.868492,4.58146E-32,2.54326E-10,4.65343E-07,4.50065E-05,2.85541E-09,,
1637.968874,5.78747E-32,2.69182E-10,4.88272E-07,4.48492E-05,2.64522E-09,,
1638.069255,7.30767E-32,2.84864E-10,5.12207E-07,4.46796E-05,2.44962E-09,,
1638.169637,9.22305E-32,3.01417E-10,5.37187E-07,4.44978E-05,2.26767E-09,,
1638.270018,1.16352E-31,3.18887E-10,5.6325E-07,4.43042E-05,2.09849E-09,,
1638.370399,1.46717E-31,3.37321E-10,5.90437E-07,4.40987E-05,1.94122E-09,,
1638.470781,1.84924E-31,3.5677E-10,6.18787E-07,4.38816E-05,1.7951E-09,,
1638.571162,2.32975E-31,3.77286E-10,6.48344E-07,4.3653E-05,1.65939E-09,,
1638.671544,2.9338E-31,3.98925E-10,6.79149E-07,4.34132E-05,1.53338E-09,,
1638.771925,3.69281E-31,4.21745E-10,7.11248E-07,4.31624E-05,1.41643E-09,,
1638.872306,4.64611E-31,4.45807E-10,7.44685E-07,4.29007E-05,1.30794E-09,,
1638.972688,5.84288E-31,4.71174E-10,7.79508E-07,4.26284E-05,1.20732E-09,,
1639.073069,7.34462E-31,4.97914E-10,8.15764E-07,4.23456E-05,1.11404E-09,,
1639.17345,9.22821E-31,5.26097E-10,8.53501E-07,4.20527E-05,1.0276E-09,,
1639.197,9.7353E-31,5.32925E-10,8.62575E-07,4.19826E-05,1.00826E-09,,
1639.273832,1.15897E-30,5.55795E-10,8.92771E-07,4.17499E-05,9.47528E-10,,
1639.374213,1.45488E-30,5.87085E-10,9.33623E-07,4.14373E-05,8.73381E-10,,
1639.474595,1.82554E-30,6.20049E-10,9.76112E-07,4.11154E-05,8.04747E-10,,
1639.574976,2.28961E-30,6.54771E-10,1.02029E-06,4.07842E-05,7.41241E-10,,
1639.675357,2.87035E-30,6.91338E-10,1.06621E-06,4.04441E-05,6.82502E-10,,
1639.775739,3.59678E-30,7.29843E-10,1.11393E-06,4.00953E-05,6.28192E-10,,
1639.87612,4.50504E-30,7.70382E-10,1.16351E-06,3.97382E-05,5.77996E-10,,
1639.976502,5.64012E-30,8.13058E-10,1.215E-06,3.9373E-05,5.3162E-10,,
1640.076883,7.05802E-30,8.57975E-10,1.26847E-06,3.89999E-05,4.8879E-10,,
1640.177264,8.82842E-30,9.05244E-10,1.32398E-06,3.86193E-05,4.4925E-10,,
1640.277646,1.10379E-29,9.54981E-10,1.38158E-06,3.82315E-05,4.1276E-10,,
1640.378027,1.37943E-29,1.00731E-09,1.44135E-06,3.78367E-05,3.79097E-10,,
1640.478408,1.72312E-29,1.06235E-09,1.50333E-06,3.74353E-05,3.48055E-10,,
1640.57879,2.15147E-29,1.12024E-09,1.56761E-06,3.70275E-05,3.19441E-10,,
1640.679171,2.68511E-29,1.18111E-09,1.63425E-06,3.66137E-05,2.93073E-10,,
1640.779553,3.3496E-29,1.24512E-09,1.70331E-06,3.61941E-05,2.68786E-10,,
1640.879934,4.17667E-29,1.31241E-09,1.77487E-06,3.5769E-05,2.46423E-10,,
1640.980315,5.20561E-29,1.38313E-09,1.84898E-06,3.53389E-05,2.25839E-10,,
1641.080697,6.48513E-29,1.45746E-09,1.92574E-06,3.49039E-05,2.06901E-10,,
1641.125,7.14468E-29,1.49146E-09,1.96047E-06,3.47104E-05,1.99033E-10,,
1641.181078,8.07554E-29,1.53557E-09,2.00519E-06,3.44644E-05,1.89483E-10,,
1641.281459,1.00515E-28,1.61763E-09,2.08743E-06,3.40206E-05,1.73469E-10,,
1641.381841,1.25052E-28,1.70383E-09,2.17251E-06,3.3573E-05,1.58751E-10,,
1641.482222,1.55511E-28,1.79437E-09,2.26053E-06,3.31218E-05,1.4523E-10,,
1641.682985,2.40166E-28,1.98929E-09,2.44564E-06,3.22097E-05,1.21414E-10,,
1641.783366,2.9826E-28,2.0941E-09,2.54289E-06,3.17495E-05,1.10953E-10,,
1641.883748,3.70241E-28,2.20412E-09,2.64338E-06,3.12868E-05,1.01358E-10,,
1641.984129,4.59387E-28,2.31959E-09,2.74718E-06,3.08221E-05,9.25586E-11,,
1642.084511,5.69742E-28,2.44075E-09,2.85437E-06,3.03556E-05,8.44931E-11,,
1642.184892,7.06289E-28,2.56789E-09,2.96503E-06,2.98876E-05,7.71028E-11,,
1642.285273,8.7517E-28,2.70126E-09,3.07925E-06,2.94184E-05,7.03337E-11,,
1642.385655,1.08395E-27,2.84115E-09,3.19709E-06,2.89482E-05,6.41358E-11,,
1642.486036,1.34192E-27,2.98786E-09,3.31866E-06,2.84774E-05,5.84632E-11,,
1642.586417,1.66056E-27,3.14169E-09,3.44402E-06,2.80063E-05,5.32731E-11,,
1642.686799,2.05392E-27,3.30298E-09,3.57326E-06,2.7535E-05,4.85264E-11,,
1642.78718,2.53934E-27,3.47205E-09,3.70647E-06,2.70639E-05,4.41867E-11,,
1642.887562,3.13806E-27,3.64925E-09,3.84372E-06,2.65932E-05,4.02207E-11,,
1642.987943,3.87622E-27,3.83495E-09,3.98509E-06,2.61233E-05,3.65976E-11,,
1643.054,4.45324E-27,3.96197E-09,4.08042E-06,2.58145E-05,3.43866E-11,,
1643.088324,4.78586E-27,4.02952E-09,4.13068E-06,2.56543E-05,3.32889E-11,,
1643.188706,5.90631E-27,4.23337E-09,4.28056E-06,2.51865E-05,3.02684E-11,,
1643.289087,7.28582E-27,4.44689E-09,4.43481E-06,2.47201E-05,2.75122E-11,,
1643.389468,8.98351E-27,4.67051E-09,4.59353E-06,2.42554E-05,2.49979E-11,,
1643.48985,1.10718E-26,4.90468E-09,4.75678E-06,2.37927E-05,2.27053E-11,,
1643.590231,1.36394E-26,5.14985E-09,4.92466E-06,2.33321E-05,2.06156E-11,,
1643.690613,1.6795E-26,5.40651E-09,5.09724E-06,2.28738E-05,1.87114E-11,,
1643.790994,2.06713E-26,5.67515E-09,5.27461E-06,2.24181E-05,1.69771E-11,,
1643.891375,2.54309E-26,5.95629E-09,5.45684E-06,2.19652E-05,1.53979E-11,,
1643.991757,3.12723E-26,6.25046E-09,5.64401E-06,2.15153E-05,1.39607E-11,,
1644.092138,3.84383E-26,6.55823E-09,5.83621E-06,2.10686E-05,1.26531E-11,,
1644.19252,4.72251E-26,6.88017E-09,6.03351E-06,2.06252E-05,1.14638E-11,,
1644.292901,5.79946E-26,7.21688E-09,6.23598E-06,2.01854E-05,1.03826E-11,,
1644.393282,7.11881E-26,7.56899E-09,6.4437E-06,1.97493E-05,9.39997E-12,,
1644.493664,8.73438E-26,7.93715E-09,6.65675E-06,1.93171E-05,8.5073E-12,,
1644.594045,1.07118E-25,8.32203E-09,6.8752E-06,1.88889E-05,7.69664E-12,,
1644.694426,1.3131E-25,8.72433E-09,7.09911E-06,1.84649E-05,6.96073E-12,,
1644.794808,1.60893E-25,9.14477E-09,7.32856E-06,1.80453E-05,6.29292E-12,,
1644.895189,1.97053E-25,9.5841E-09,7.56361E-06,1.76301E-05,5.68715E-12,,
1644.982,2.34731E-25,9.97987E-09,7.77146E-06,1.72748E-05,5.20899E-12,,
1644.995571,2.41232E-25,1.00431E-08,7.80434E-06,1.72196E-05,5.13784E-12,,
1645.095952,2.95183E-25,1.05226E-08,8.05079E-06,1.68138E-05,4.63993E-12,,
1645.196333,3.61038E-25,1.10234E-08,8.30305E-06,1.64129E-05,4.18876E-12,,
1645.296715,4.41387E-25,1.15464E-08,8.56115E-06,1.60169E-05,3.78011E-12,,
1645.397096,5.39376E-25,1.20925E-08,8.82516E-06,1.5626E-05,3.4101E-12,,
1645.497477,6.58823E-25,1.26626E-08,9.09514E-06,1.52403E-05,3.07521E-12,,
1645.597859,8.04361E-25,1.32577E-08,9.37113E-06,1.48599E-05,2.77221E-12,,
1645.69824,9.81609E-25,1.38787E-08,9.65318E-06,1.44848E-05,2.49817E-12,,
1645.798622,1.19738E-24,1.45268E-08,9.94134E-06,1.41151E-05,2.25041E-12,,
1645.899003,1.45992E-24,1.5203E-08,1.02357E-05,1.37509E-05,2.02649E-12,,
1645.999384,1.77923E-24,1.59084E-08,1.05362E-05,1.33923E-05,1.8242E-12,,
1646.099766,2.16741E-24,1.66442E-08,1.08429E-05,1.30392E-05,1.64152E-12,,
1646.200147,2.6391E-24,1.74115E-08,1.11559E-05,1.26919E-05,1.4766E-12,,
1646.300529,3.21199E-24,1.82115E-08,1.14751E-05,1.23503E-05,1.32777E-12,,
1646.40091,3.90749E-24,1.90456E-08,1.18007E-05,1.20144E-05,1.19351E-12,,
1646.501291,4.75147E-24,1.99151E-08,1.21326E-05,1.16843E-05,1.07245E-12,,
1646.601673,5.77514E-24,2.08213E-08,1.24709E-05,1.136E-05,9.63317E-13,,
1646.702054,7.01621E-24,2.17656E-08,1.28155E-05,1.10416E-05,8.64981E-13,,
1646.802435,8.52016E-24,2.27495E-08,1.31665E-05,1.0729E-05,7.76405E-13,,
1646.902817,1.03418E-23,2.37745E-08,1.35238E-05,1.04222E-05,6.96649E-13,,
1646.911,1.05063E-23,2.38599E-08,1.35533E-05,1.03975E-05,6.90509E-13,,
1647.003198,1.25474E-23,2.48422E-08,1.38876E-05,1.01214E-05,6.24862E-13,,
1647.10358,1.52165E-23,2.5954E-08,1.42577E-05,9.82638E-06,5.60271E-13,,
1647.203961,1.84451E-23,2.71118E-08,1.46341E-05,9.53725E-06,5.02176E-13,,
1647.304342,2.23487E-23,2.83172E-08,1.50169E-05,9.25398E-06,4.49944E-13,,
1647.404724,2.70662E-23,2.95719E-08,1.54061E-05,8.97654E-06,4.03E-13,,
1647.505105,3.2765E-23,3.08778E-08,1.58015E-05,8.70493E-06,3.60825E-13,,
1647.605486,3.96458E-23,3.22368E-08,1.62032E-05,8.43912E-06,3.22947E-13,,
1647.705868,4.795E-23,3.36508E-08,1.66111E-05,8.17909E-06,2.88942E-13,,
1647.806249,5.79677E-23,3.51218E-08,1.70252E-05,7.92479E-06,2.58425E-13,,
1647.906631,7.00469E-23,3.66519E-08,1.74455E-05,7.6762E-06,2.31048E-13,,
1648.007012,8.46052E-23,3.82432E-08,1.78718E-05,7.43328E-06,2.06497E-13,,
1648.107393,1.02143E-22,3.98979E-08,1.83042E-05,7.19598E-06,1.84489E-13,,
1648.207775,1.23262E-22,4.16183E-08,1.87426E-05,6.96426E-06,1.64767E-13,,
1648.308156,1.4868E-22,4.34066E-08,1.91868E-05,6.73807E-06,1.47101E-13,,
1648.408538,1.79259E-22,4.52653E-08,1.96369E-05,6.51737E-06,1.31281E-13,,
1648.508919,2.1603E-22,4.71969E-08,2.00927E-05,6.30208E-06,1.17121E-13,,
1648.6093,2.60228E-22,4.92039E-08,2.05542E-05,6.09216E-06,1.04451E-13,,
1648.709682,3.13327E-22,5.12889E-08,2.10213E-05,5.88755E-06,9.3118E-14,,
1648.810063,3.77093E-22,5.34546E-08,2.14938E-05,5.68817E-06,8.29849E-14,,
1648.839,3.97743E-22,5.40943E-08,2.1631E-05,5.63166E-06,8.02688E-14,,
1648.910444,4.53631E-22,5.57039E-08,2.19717E-05,5.49398E-06,7.3928E-14,,
